Date,Day_of_Week,Hour,Department,Staff_Count,Num_Patients,Average_Wait_Time,Emergency_Load,Label
2025-06-29,Monday,18,Pediatrics,10,13,29,Yes,Medium
2025-05-28,Thursday,2,Emergency,9,33,58,Yes,High
2025-03-19,Tuesday,16,Radiology,5,4,13,No,Low
2025-07-11,Monday,13,Surgery,11,23,46,No,High
2025-03-19,Thursday,9,Surgery,11,15,34,No,Medium
2025-10-03,Thursday,19,Radiology,10,0,5,No,Low
2025-10-07,Tuesday,15,Emergency,10,27,44,Yes,High
2025-04-06,Saturday,3,Radiology,12,0,5,No,Low
2025-06-20,Sunday,6,Cardiology,9,2,11,No,Low
2025-09-13,Saturday,3,Pediatrics,3,6,18,Yes,Low
2025-04-10,Monday,11,Emergency,15,27,61,Yes,High
2025-06-20,Saturday,0,Cardiology,6,3,10,No,Low
2025-03-01,Saturday,5,Radiology,13,24,55,No,High
2025-02-21,Friday,11,Cardiology,10,23,49,No,High
2025-02-04,Saturday,20,Emergency,14,28,44,Yes,High
2025-01-31,Wednesday,21,Surgery,10,20,42,Yes,High
2025-01-23,Saturday,19,Radiology,6,12,39,Yes,Medium
2025-08-15,Tuesday,13,Radiology,5,7,15,No,Low
2025-05-16,Sunday,15,Pediatrics,4,15,37,No,Medium
2025-01-13,Wednesday,6,Cardiology,9,14,24,No,Medium
2025-01-05,Tuesday,2,Surgery,13,2,21,Yes,Low
2025-04-22,Sunday,12,Emergency,3,26,44,Yes,High
2025-04-22,Thursday,8,Cardiology,5,15,37,Yes,Medium
2025-03-15,Wednesday,20,Surgery,14,18,36,No,Medium
2025-06-21,Friday,14,Pediatrics,5,8,24,Yes,Low
2025-09-17,Sunday,8,Pediatrics,12,15,34,Yes,Medium
2025-08-07,Friday,16,Emergency,8,32,60,Yes,High
2025-09-16,Sunday,3,Pediatrics,14,7,22,No,Low
2025-01-11,Sunday,20,Cardiology,14,4,20,Yes,Low
2025-06-02,Sunday,17,Emergency,3,26,48,Yes,High
2025-01-20,Sunday,13,Surgery,10,18,37,Yes,Medium
2025-03-23,Wednesday,22,Pediatrics,9,11,27,Yes,Medium
2025-08-11,Thursday,22,Surgery,4,25,46,Yes,High
2025-04-23,Wednesday,23,Emergency,9,37,63,Yes,High
2025-04-02,Wednesday,19,Radiology,14,19,35,No,Medium
2025-04-10,Friday,12,Emergency,4,36,54,Yes,High
2025-02-22,Wednesday,6,Emergency,7,26,52,Yes,High
2025-09-18,Saturday,18,Emergency,11,32,67,Yes,High
2025-07-23,Tuesday,3,Radiology,5,4,14,Yes,Low
2025-05-24,Friday,4,Surgery,6,16,30,No,Medium
2025-05-04,Friday,3,Pediatrics,6,3,16,Yes,Low
2025-05-30,Wednesday,0,Cardiology,6,18,39,Yes,Medium
2025-07-25,Wednesday,0,Surgery,13,3,21,Yes,Low
2025-01-16,Tuesday,5,Surgery,9,14,34,Yes,Medium
2025-01-17,Saturday,6,Cardiology,11,23,46,Yes,High
2025-02-11,Saturday,1,Pediatrics,9,4,17,No,Low
2025-09-23,Tuesday,21,Pediatrics,5,27,46,Yes,High
2025-08-19,Sunday,1,Radiology,3,5,9,No,Low
2025-09-10,Monday,14,Radiology,15,5,13,No,Low
2025-09-16,Friday,8,Pediatrics,9,22,42,Yes,High
2025-05-09,Friday,16,Surgery,15,13,35,No,Medium
2025-03-08,Wednesday,10,Radiology,4,3,9,No,Low
2025-03-11,Thursday,9,Surgery,12,5,16,Yes,Low
2025-03-29,Wednesday,1,Radiology,15,4,10,No,Low
2025-07-04,Tuesday,11,Radiology,3,8,28,No,Low
2025-09-04,Friday,12,Emergency,7,29,57,Yes,High
2025-03-29,Sunday,8,Emergency,3,21,39,Yes,High
2025-07-30,Thursday,23,Radiology,5,12,26,No,Medium
2025-02-26,Sunday,9,Surgery,15,4,20,No,Low
2025-01-11,Friday,16,Surgery,13,9,29,Yes,Low
2025-07-05,Monday,21,Pediatrics,5,24,51,No,High
2025-04-05,Thursday,13,Surgery,5,10,23,Yes,Medium
2025-08-18,Wednesday,14,Radiology,12,7,16,Yes,Low
2025-10-03,Friday,6,Cardiology,9,18,43,Yes,Medium
2025-07-31,Friday,1,Radiology,13,0,5,Yes,Low
2025-08-06,Tuesday,12,Emergency,14,35,63,Yes,High
2025-07-13,Thursday,17,Radiology,15,14,36,No,Medium
2025-05-25,Monday,20,Surgery,10,15,30,No,Medium
2025-09-18,Saturday,20,Pediatrics,10,10,26,Yes,Medium
2025-02-16,Thursday,22,Radiology,10,0,9,No,Low
2025-07-28,Wednesday,13,Radiology,12,11,32,No,Medium
2025-08-30,Saturday,18,Pediatrics,8,21,48,Yes,High
2025-09-20,Sunday,6,Surgery,10,3,16,Yes,Low
2025-10-11,Sunday,2,Cardiology,8,19,44,No,Medium
2025-09-06,Sunday,22,Emergency,7,39,66,Yes,High
2025-08-19,Tuesday,10,Cardiology,7,29,60,Yes,High
2025-04-09,Tuesday,12,Pediatrics,6,20,46,Yes,High
2025-05-17,Wednesday,16,Radiology,6,19,35,Yes,Medium
2025-06-22,Monday,1,Cardiology,7,15,33,Yes,Medium
2025-06-20,Thursday,14,Pediatrics,14,20,36,No,High
2025-01-24,Sunday,23,Cardiology,5,19,38,Yes,Medium
2025-04-17,Saturday,13,Surgery,10,27,55,No,High
2025-04-05,Monday,20,Pediatrics,5,32,62,No,High
2025-06-21,Wednesday,16,Pediatrics,10,19,44,Yes,Medium
2025-08-18,Thursday,4,Radiology,4,9,19,No,Low
2025-01-18,Thursday,13,Emergency,6,31,60,Yes,High
2025-08-10,Monday,19,Emergency,10,38,70,Yes,High
2025-03-29,Sunday,12,Radiology,11,10,24,Yes,Medium
2025-04-03,Wednesday,12,Radiology,15,14,33,No,Medium
2025-08-03,Wednesday,0,Emergency,11,29,59,Yes,High
2025-04-25,Thursday,7,Pediatrics,3,18,35,No,Medium
2025-07-20,Friday,9,Emergency,7,30,45,Yes,High
2025-05-30,Saturday,15,Cardiology,8,18,32,Yes,Medium
2025-04-03,Tuesday,15,Cardiology,6,23,44,No,High
2025-02-24,Tuesday,23,Pediatrics,3,32,60,Yes,High
2025-08-13,Wednesday,23,Radiology,4,23,39,Yes,High
2025-08-15,Friday,0,Emergency,9,26,56,Yes,High
2025-06-24,Thursday,19,Radiology,4,24,42,Yes,High
2025-01-29,Thursday,17,Pediatrics,12,16,36,Yes,Medium
2025-05-10,Monday,5,Pediatrics,13,10,22,Yes,Medium
2025-03-24,Thursday,20,Surgery,6,2,15,No,Low
2025-08-05,Tuesday,21,Pediatrics,3,10,26,Yes,Medium
2025-01-07,Monday,7,Emergency,5,31,49,Yes,High
2025-09-24,Thursday,6,Emergency,14,34,57,Yes,High
2025-02-03,Friday,0,Cardiology,4,17,45,No,Medium
2025-04-16,Tuesday,17,Cardiology,13,26,48,No,High
2025-07-19,Thursday,4,Emergency,11,25,43,Yes,High
2025-09-21,Friday,21,Surgery,5,13,22,Yes,Medium
2025-09-11,Friday,8,Cardiology,11,2,11,No,Low
2025-04-13,Tuesday,6,Pediatrics,3,16,32,Yes,Medium
2025-10-11,Sunday,21,Emergency,8,43,69,Yes,High
2025-04-26,Thursday,23,Pediatrics,12,17,35,No,Medium
2025-01-03,Tuesday,16,Pediatrics,10,20,34,No,High
2025-03-16,Tuesday,20,Radiology,9,17,38,Yes,Medium
2025-10-08,Wednesday,19,Surgery,14,16,40,Yes,Medium
2025-06-27,Friday,16,Surgery,4,14,29,No,Medium
2025-07-08,Sunday,3,Surgery,6,16,41,No,Medium
2025-06-26,Sunday,12,Surgery,9,13,33,No,Medium
2025-06-09,Sunday,9,Pediatrics,9,10,23,No,Medium
2025-01-20,Sunday,21,Pediatrics,15,21,43,Yes,High
2025-06-23,Monday,12,Surgery,14,7,18,Yes,Low
2025-01-26,Tuesday,20,Emergency,5,37,65,Yes,High
2025-03-14,Monday,14,Emergency,14,22,32,Yes,High
2025-03-15,Friday,8,Pediatrics,10,16,27,No,Medium
2025-05-22,Wednesday,13,Pediatrics,8,12,28,Yes,Medium
2025-09-28,Thursday,12,Radiology,5,13,30,Yes,Medium
2025-10-08,Monday,6,Cardiology,11,1,11,Yes,Low
2025-01-04,Saturday,23,Cardiology,3,22,50,No,High
2025-02-12,Wednesday,20,Cardiology,6,30,61,Yes,High
2025-06-20,Sunday,7,Radiology,7,15,31,Yes,Medium
2025-02-07,Monday,6,Surgery,13,12,34,Yes,Medium
2025-06-15,Friday,7,Pediatrics,4,7,14,No,Low
2025-02-11,Saturday,1,Radiology,6,2,13,No,Low
2025-05-28,Monday,1,Cardiology,13,12,31,No,Medium
2025-03-08,Monday,18,Cardiology,11,33,61,Yes,High
2025-06-01,Monday,19,Radiology,6,21,43,Yes,High
2025-07-24,Friday,14,Radiology,11,5,17,No,Low
2025-01-24,Thursday,9,Cardiology,13,17,36,Yes,Medium
2025-06-16,Thursday,13,Emergency,3,27,50,Yes,High
2025-05-22,Monday,3,Radiology,4,4,22,Yes,Low
2025-09-09,Saturday,20,Pediatrics,6,27,51,No,High
2025-07-22,Friday,6,Pediatrics,15,6,14,Yes,Low
2025-01-17,Wednesday,18,Pediatrics,5,30,50,No,High
2025-02-16,Tuesday,11,Pediatrics,6,10,17,No,Medium
2025-02-28,Monday,14,Cardiology,12,10,25,No,Medium
2025-09-14,Monday,1,Emergency,4,13,24,No,Medium
2025-06-29,Thursday,13,Cardiology,6,28,56,No,High
2025-02-14,Friday,3,Radiology,4,7,16,Yes,Low
2025-02-10,Tuesday,19,Emergency,8,21,33,Yes,High
2025-01-23,Monday,4,Cardiology,3,18,37,Yes,Medium
2025-08-08,Wednesday,19,Cardiology,12,21,44,Yes,High
2025-09-12,Thursday,10,Emergency,4,34,57,Yes,High
2025-04-20,Tuesday,10,Surgery,10,18,37,Yes,Medium
2025-07-29,Wednesday,19,Cardiology,4,14,37,Yes,Medium
2025-03-01,Tuesday,8,Pediatrics,11,15,18,Yes,Medium
2025-04-08,Friday,23,Radiology,15,6,5,No,Low
2025-04-05,Monday,2,Emergency,4,31,62,Yes,High
2025-05-28,Saturday,0,Pediatrics,8,11,23,No,Medium
2025-02-07,Wednesday,7,Cardiology,14,14,33,Yes,Medium
2025-09-05,Saturday,19,Surgery,8,19,44,Yes,Medium
2025-07-18,Tuesday,16,Cardiology,7,13,20,No,Medium
2025-04-27,Wednesday,3,Cardiology,10,17,44,Yes,Medium
2025-07-19,Tuesday,0,Surgery,14,0,12,No,Low
2025-03-28,Monday,23,Surgery,6,11,28,Yes,Medium
2025-04-17,Monday,19,Radiology,5,10,28,Yes,Medium
2025-02-12,Wednesday,1,Radiology,14,7,20,Yes,Low
2025-04-10,Monday,13,Radiology,14,8,26,No,Low
2025-08-22,Tuesday,16,Emergency,9,30,66,Yes,High
2025-03-10,Monday,23,Radiology,10,12,40,No,Medium
2025-08-02,Monday,7,Surgery,8,11,29,Yes,Medium
2025-06-18,Friday,8,Cardiology,4,13,25,Yes,Medium
2025-08-18,Tuesday,8,Surgery,10,11,26,Yes,Medium
2025-04-03,Wednesday,21,Cardiology,13,26,44,No,High
2025-03-23,Friday,3,Radiology,4,9,20,No,Low
2025-01-12,Tuesday,8,Emergency,14,31,56,Yes,High
2025-04-01,Monday,3,Radiology,6,0,19,No,Low
2025-08-06,Saturday,9,Cardiology,11,16,30,Yes,Medium
2025-04-24,Monday,20,Surgery,13,14,29,No,Medium
2025-03-26,Wednesday,15,Pediatrics,14,22,45,No,High
2025-09-06,Wednesday,9,Pediatrics,5,12,28,No,Medium
2025-01-24,Wednesday,22,Emergency,6,37,66,Yes,High
2025-04-02,Sunday,11,Pediatrics,8,16,28,Yes,Medium
2025-08-22,Saturday,4,Pediatrics,13,10,22,Yes,Medium
2025-09-07,Tuesday,18,Pediatrics,8,18,36,No,Medium
2025-08-02,Sunday,10,Radiology,14,0,5,No,Low
2025-05-15,Saturday,0,Cardiology,13,13,33,No,Medium
2025-04-05,Friday,17,Cardiology,7,29,61,Yes,High
2025-01-14,Saturday,7,Pediatrics,3,18,39,Yes,Medium
2025-01-27,Friday,17,Cardiology,14,26,47,No,High
2025-07-29,Tuesday,20,Emergency,12,40,68,Yes,High
2025-01-06,Saturday,8,Pediatrics,6,11,33,No,Medium
2025-01-15,Sunday,21,Surgery,4,28,52,Yes,High
2025-04-25,Thursday,7,Cardiology,5,14,28,No,Medium
2025-07-19,Wednesday,5,Emergency,11,15,36,No,Medium
2025-07-23,Saturday,8,Radiology,13,20,45,No,High
2025-01-20,Sunday,16,Pediatrics,8,27,48,No,High
2025-04-27,Thursday,15,Radiology,4,11,20,Yes,Medium
2025-01-11,Tuesday,5,Emergency,5,30,46,Yes,High
2025-06-04,Monday,20,Cardiology,8,20,42,No,High
2025-06-06,Friday,12,Pediatrics,3,16,29,No,Medium
2025-06-23,Friday,21,Radiology,11,13,33,Yes,Medium
2025-04-25,Sunday,10,Pediatrics,12,4,23,No,Low
2025-08-26,Monday,13,Pediatrics,15,14,29,Yes,Medium
2025-08-16,Thursday,0,Emergency,9,22,39,Yes,High
2025-07-29,Friday,20,Radiology,4,21,42,Yes,High
2025-06-06,Tuesday,11,Radiology,8,5,10,No,Low
2025-05-09,Wednesday,13,Radiology,11,14,30,Yes,Medium
2025-05-29,Wednesday,20,Radiology,15,22,50,Yes,High
2025-02-04,Friday,12,Radiology,12,11,19,No,Medium
2025-03-09,Thursday,3,Cardiology,3,16,30,No,Medium
2025-09-16,Friday,22,Radiology,9,16,30,No,Medium
2025-06-25,Saturday,19,Cardiology,13,19,34,No,Medium
2025-01-16,Monday,4,Radiology,11,7,10,Yes,Low
2025-02-01,Friday,22,Radiology,3,19,36,No,Medium
2025-08-14,Wednesday,15,Surgery,13,13,25,Yes,Medium
2025-01-09,Thursday,16,Surgery,14,8,24,Yes,Low
2025-03-25,Thursday,17,Emergency,7,38,65,Yes,High
2025-09-09,Sunday,3,Radiology,11,6,23,No,Low
2025-02-07,Thursday,16,Pediatrics,10,15,27,No,Medium
2025-03-12,Sunday,5,Emergency,8,27,52,Yes,High
2025-10-12,Saturday,13,Pediatrics,4,22,39,No,High
2025-09-29,Sunday,17,Surgery,6,6,19,Yes,Low
2025-02-28,Monday,17,Radiology,13,12,16,Yes,Medium
2025-03-28,Tuesday,10,Cardiology,8,21,46,No,High
2025-10-10,Saturday,17,Radiology,12,14,25,Yes,Medium
2025-04-13,Tuesday,12,Cardiology,10,18,34,No,Medium
2025-03-18,Saturday,18,Radiology,5,10,24,Yes,Medium
2025-08-26,Friday,6,Emergency,9,32,58,Yes,High
2025-09-23,Tuesday,6,Radiology,10,10,28,Yes,Medium
2025-03-29,Wednesday,0,Radiology,11,8,20,Yes,Low
2025-06-14,Sunday,6,Radiology,3,16,45,No,Medium
2025-02-22,Wednesday,7,Cardiology,8,19,26,No,Medium
2025-03-26,Thursday,12,Emergency,5,38,61,Yes,High
2025-08-26,Friday,5,Cardiology,5,16,37,Yes,Medium
2025-06-01,Tuesday,4,Emergency,11,26,48,Yes,High
2025-07-22,Thursday,23,Pediatrics,14,24,37,No,High
2025-06-18,Thursday,5,Pediatrics,5,15,33,Yes,Medium
2025-09-11,Wednesday,23,Radiology,11,16,33,Yes,Medium
2025-07-10,Sunday,16,Emergency,14,43,76,Yes,High
2025-09-03,Sunday,6,Surgery,15,2,8,Yes,Low
2025-09-01,Sunday,8,Surgery,8,17,35,Yes,Medium
2025-08-13,Sunday,14,Emergency,6,27,54,Yes,High
2025-07-06,Monday,4,Pediatrics,8,0,7,No,Low
2025-07-18,Wednesday,16,Surgery,13,11,25,Yes,Medium
2025-04-28,Thursday,9,Pediatrics,12,20,30,Yes,High
2025-02-28,Tuesday,19,Radiology,8,14,30,No,Medium
2025-08-25,Thursday,23,Surgery,12,12,37,Yes,Medium
2025-09-20,Wednesday,9,Radiology,7,8,20,Yes,Low
2025-08-18,Saturday,0,Cardiology,10,6,16,No,Low
2025-07-23,Tuesday,4,Surgery,5,7,23,No,Low
2025-08-23,Thursday,9,Surgery,13,10,29,No,Medium
2025-04-20,Wednesday,15,Surgery,14,1,17,Yes,Low
2025-04-21,Wednesday,5,Cardiology,7,11,26,Yes,Medium
2025-04-28,Thursday,9,Radiology,3,19,38,No,Medium
2025-03-14,Friday,9,Radiology,3,13,20,Yes,Medium
2025-04-02,Saturday,11,Surgery,4,14,26,Yes,Medium
2025-08-26,Sunday,14,Emergency,15,32,52,Yes,High
2025-08-26,Monday,9,Surgery,5,24,48,No,High
2025-01-20,Sunday,13,Pediatrics,8,9,21,Yes,Low
2025-07-11,Friday,10,Pediatrics,8,17,28,Yes,Medium
2025-05-05,Monday,16,Radiology,11,16,37,Yes,Medium
2025-01-16,Tuesday,9,Surgery,13,2,19,No,Low
2025-07-10,Sunday,1,Radiology,4,15,36,Yes,Medium
2025-07-26,Saturday,6,Cardiology,13,22,46,No,High
2025-02-23,Wednesday,17,Surgery,10,11,31,Yes,Medium
2025-05-11,Sunday,6,Radiology,12,13,25,Yes,Medium
2025-03-08,Tuesday,2,Surgery,14,4,20,No,Low
2025-06-07,Thursday,12,Radiology,3,12,18,No,Medium
2025-08-16,Thursday,17,Surgery,15,25,39,Yes,High
2025-06-18,Thursday,21,Pediatrics,9,17,40,No,Medium
2025-09-28,Monday,21,Surgery,14,2,26,Yes,Low
2025-03-31,Wednesday,10,Pediatrics,8,18,27,No,Medium
2025-08-24,Tuesday,6,Surgery,11,1,6,Yes,Low
2025-04-20,Friday,15,Emergency,3,33,67,Yes,High
2025-01-17,Sunday,20,Surgery,9,17,33,No,Medium
2025-06-08,Sunday,22,Cardiology,5,27,48,Yes,High
2025-06-23,Sunday,8,Radiology,7,15,30,Yes,Medium
2025-08-01,Saturday,19,Pediatrics,12,18,41,Yes,Medium
2025-06-14,Monday,3,Surgery,8,3,11,Yes,Low
2025-02-27,Thursday,15,Cardiology,9,25,42,Yes,High
2025-07-17,Saturday,21,Cardiology,8,20,37,No,High
2025-06-06,Wednesday,19,Surgery,7,12,26,No,Medium
2025-07-29,Saturday,18,Cardiology,9,18,41,Yes,Medium
2025-05-24,Tuesday,5,Emergency,5,29,50,Yes,High
2025-10-03,Monday,20,Pediatrics,15,24,34,No,High
2025-02-25,Tuesday,18,Radiology,5,13,14,No,Medium
2025-07-25,Monday,0,Pediatrics,14,2,20,No,Low
2025-04-30,Thursday,22,Emergency,9,44,83,Yes,High
2025-10-06,Thursday,21,Radiology,8,21,40,Yes,High
2025-09-10,Wednesday,22,Cardiology,6,23,51,Yes,High
2025-06-25,Monday,17,Radiology,14,16,38,No,Medium
2025-03-02,Thursday,10,Emergency,10,31,54,Yes,High
2025-04-09,Tuesday,5,Cardiology,8,12,29,No,Medium
2025-02-11,Wednesday,0,Pediatrics,15,6,20,Yes,Low
2025-06-29,Thursday,11,Emergency,15,32,65,Yes,High
2025-10-06,Saturday,19,Radiology,13,21,39,Yes,High
2025-02-27,Thursday,14,Pediatrics,4,23,38,Yes,High
2025-07-08,Saturday,20,Cardiology,3,18,28,Yes,Medium
2025-04-10,Friday,14,Surgery,13,5,20,No,Low
2025-09-24,Monday,13,Surgery,8,17,48,No,Medium
2025-06-03,Thursday,20,Cardiology,5,25,47,Yes,High
2025-02-03,Monday,11,Radiology,13,16,34,No,Medium
2025-07-10,Sunday,5,Pediatrics,12,8,19,No,Low
2025-03-23,Tuesday,7,Surgery,8,19,28,Yes,Medium
2025-07-23,Monday,10,Pediatrics,5,5,29,No,Low
2025-06-04,Wednesday,20,Cardiology,13,16,28,Yes,Medium
2025-05-29,Wednesday,9,Pediatrics,5,23,44,Yes,High
2025-10-14,Tuesday,0,Surgery,9,4,17,No,Low
2025-04-01,Friday,16,Surgery,14,25,47,Yes,High
2025-07-18,Tuesday,20,Surgery,13,21,42,Yes,High
2025-09-20,Saturday,6,Emergency,12,35,53,Yes,High
2025-01-10,Saturday,17,Emergency,11,22,39,Yes,High
2025-05-16,Wednesday,20,Emergency,10,42,80,Yes,High
2025-03-23,Monday,17,Emergency,4,38,62,Yes,High
2025-03-24,Friday,22,Radiology,10,9,20,No,Low
2025-07-01,Tuesday,21,Emergency,5,35,66,Yes,High
2025-03-14,Saturday,18,Emergency,4,43,74,Yes,High
2025-01-01,Wednesday,9,Pediatrics,12,11,31,Yes,Medium
2025-06-19,Tuesday,19,Emergency,11,42,73,Yes,High
2025-07-08,Wednesday,16,Pediatrics,9,15,35,Yes,Medium
2025-10-05,Friday,23,Emergency,8,47,89,Yes,High
2025-03-02,Sunday,5,Radiology,13,0,5,No,Low
2025-04-21,Friday,0,Radiology,3,12,33,No,Medium
2025-01-16,Wednesday,13,Cardiology,14,9,30,No,Low
2025-08-09,Saturday,0,Emergency,6,21,41,Yes,High
2025-06-12,Friday,12,Radiology,10,9,12,No,Low
2025-09-06,Thursday,13,Emergency,12,35,59,Yes,High
2025-05-16,Thursday,10,Pediatrics,12,6,20,Yes,Low
2025-08-09,Friday,20,Surgery,7,9,23,No,Low
2025-05-08,Sunday,22,Cardiology,15,22,44,No,High
2025-03-09,Friday,22,Pediatrics,5,30,58,Yes,High
2025-02-16,Wednesday,10,Radiology,15,2,18,Yes,Low
2025-08-17,Tuesday,8,Cardiology,5,16,36,Yes,Medium
2025-01-12,Thursday,10,Radiology,11,10,27,Yes,Medium
2025-06-06,Wednesday,6,Cardiology,11,11,31,No,Medium
2025-07-12,Friday,1,Emergency,10,32,55,Yes,High
2025-01-22,Friday,0,Surgery,8,0,8,Yes,Low
2025-06-24,Monday,17,Pediatrics,4,21,44,Yes,High
2025-04-07,Thursday,16,Cardiology,14,24,46,Yes,High
2025-03-12,Wednesday,21,Radiology,4,22,43,Yes,High
2025-08-13,Monday,20,Surgery,14,18,41,No,Medium
2025-09-14,Saturday,16,Cardiology,8,16,34,No,Medium
2025-08-10,Monday,17,Surgery,3,14,31,Yes,Medium
2025-01-24,Monday,16,Radiology,4,15,33,Yes,Medium
2025-09-29,Wednesday,18,Pediatrics,15,20,38,Yes,High
2025-05-23,Wednesday,11,Surgery,14,9,18,Yes,Low
2025-03-27,Saturday,20,Emergency,14,27,50,Yes,High
2025-02-13,Tuesday,11,Surgery,8,21,33,No,High
2025-08-24,Thursday,23,Surgery,4,15,34,Yes,Medium
2025-07-14,Thursday,11,Surgery,11,19,40,No,Medium
2025-09-02,Monday,14,Radiology,4,2,14,No,Low
2025-03-22,Saturday,15,Cardiology,3,12,32,Yes,Medium
2025-04-30,Saturday,16,Radiology,14,8,27,No,Low
2025-09-04,Tuesday,22,Pediatrics,5,19,37,No,Medium
2025-09-24,Wednesday,4,Radiology,9,10,28,Yes,Medium
2025-04-27,Wednesday,12,Pediatrics,5,11,28,No,Medium
2025-04-05,Friday,5,Radiology,15,11,26,Yes,Medium
2025-10-14,Monday,2,Emergency,11,34,64,Yes,High
2025-02-08,Tuesday,18,Radiology,10,11,22,No,Medium
2025-07-30,Friday,17,Surgery,10,14,21,Yes,Medium
2025-02-19,Sunday,22,Surgery,10,20,38,No,High
2025-03-16,Thursday,0,Emergency,9,27,50,Yes,High
2025-03-10,Tuesday,9,Cardiology,15,22,41,No,High
2025-06-29,Saturday,19,Pediatrics,7,13,30,No,Medium
2025-02-13,Thursday,7,Cardiology,10,14,34,No,Medium
2025-07-22,Wednesday,9,Pediatrics,11,23,32,No,High
2025-06-03,Sunday,10,Radiology,13,9,27,Yes,Low
2025-10-14,Thursday,18,Emergency,4,32,55,Yes,High
2025-02-20,Tuesday,7,Emergency,5,33,53,Yes,High
2025-06-13,Sunday,22,Pediatrics,3,23,46,Yes,High
2025-06-04,Tuesday,19,Cardiology,3,22,44,No,High
2025-01-22,Sunday,10,Radiology,15,11,27,Yes,Medium
2025-06-12,Friday,10,Pediatrics,4,8,11,No,Low
2025-07-21,Tuesday,2,Surgery,15,10,24,Yes,Medium
2025-07-19,Sunday,9,Cardiology,3,12,27,Yes,Medium
2025-04-30,Wednesday,14,Surgery,15,17,32,No,Medium
2025-01-12,Wednesday,19,Cardiology,14,17,32,Yes,Medium
2025-01-13,Tuesday,0,Pediatrics,11,11,27,No,Medium
2025-08-20,Wednesday,19,Radiology,8,4,17,Yes,Low
2025-05-14,Monday,4,Surgery,10,6,14,No,Low
2025-10-12,Saturday,11,Pediatrics,3,13,27,Yes,Medium
2025-05-18,Sunday,17,Cardiology,15,19,36,Yes,Medium
2025-02-08,Friday,15,Pediatrics,12,9,24,No,Low
2025-01-22,Wednesday,14,Emergency,3,40,71,Yes,High
2025-03-01,Wednesday,14,Emergency,7,31,57,Yes,High
2025-02-21,Tuesday,23,Pediatrics,4,9,18,Yes,Low
2025-04-22,Thursday,3,Pediatrics,15,7,17,No,Low
2025-05-30,Monday,9,Radiology,4,7,20,Yes,Low
2025-10-02,Wednesday,19,Pediatrics,11,19,36,No,Medium
2025-02-17,Thursday,14,Radiology,7,2,18,Yes,Low
2025-04-25,Saturday,23,Cardiology,13,21,47,No,High
2025-06-30,Sunday,9,Cardiology,8,12,38,No,Medium
2025-08-01,Thursday,4,Emergency,9,23,42,Yes,High
2025-01-25,Thursday,5,Cardiology,12,3,16,No,Low
2025-05-08,Saturday,16,Cardiology,4,12,23,No,Medium
2025-04-28,Tuesday,2,Pediatrics,13,15,28,No,Medium
2025-02-25,Sunday,19,Emergency,15,42,81,Yes,High
2025-01-13,Monday,3,Radiology,14,12,29,Yes,Medium
2025-01-12,Sunday,5,Surgery,14,13,32,No,Medium
2025-05-21,Sunday,23,Cardiology,13,26,47,No,High
2025-06-14,Monday,18,Surgery,13,23,40,No,High
2025-04-25,Monday,0,Radiology,14,11,26,No,Medium
2025-03-21,Monday,20,Surgery,11,1,13,Yes,Low
2025-07-08,Saturday,17,Radiology,9,11,23,No,Medium
2025-02-22,Saturday,15,Pediatrics,6,27,40,Yes,High
2025-10-14,Thursday,9,Surgery,14,0,7,No,Low
2025-02-24,Tuesday,7,Radiology,8,11,26,No,Medium
2025-08-18,Tuesday,16,Radiology,11,17,35,No,Medium
2025-01-18,Wednesday,22,Radiology,12,14,28,Yes,Medium
2025-09-04,Monday,21,Pediatrics,10,22,48,Yes,High
2025-08-03,Monday,8,Radiology,9,0,11,Yes,Low
2025-05-17,Tuesday,22,Radiology,9,10,27,Yes,Medium
2025-05-08,Friday,18,Pediatrics,5,0,5,No,Low
2025-01-29,Saturday,23,Pediatrics,13,16,44,Yes,Medium
2025-06-19,Tuesday,21,Emergency,15,32,54,Yes,High
2025-05-09,Tuesday,20,Cardiology,8,22,45,No,High
2025-07-10,Saturday,16,Emergency,11,36,59,Yes,High
2025-06-18,Friday,2,Surgery,15,7,25,Yes,Low
2025-05-24,Tuesday,13,Pediatrics,15,14,28,Yes,Medium
2025-08-18,Friday,11,Pediatrics,8,12,33,Yes,Medium
2025-02-23,Saturday,6,Radiology,7,3,19,No,Low
2025-01-22,Sunday,20,Surgery,4,18,35,Yes,Medium
2025-09-08,Sunday,5,Emergency,12,21,38,Yes,High
2025-09-16,Thursday,23,Emergency,11,43,75,Yes,High
2025-02-17,Monday,11,Cardiology,4,16,31,No,Medium
2025-06-21,Wednesday,1,Surgery,11,0,17,No,Low
2025-06-29,Saturday,21,Radiology,8,14,32,Yes,Medium
2025-07-17,Tuesday,1,Emergency,14,26,43,Yes,High
2025-09-13,Friday,11,Radiology,14,12,21,No,Medium
2025-01-16,Tuesday,22,Pediatrics,7,19,26,Yes,Medium
2025-02-20,Saturday,7,Cardiology,15,8,15,Yes,Low
2025-04-14,Thursday,15,Emergency,5,32,50,Yes,High
2025-03-15,Friday,5,Emergency,6,23,41,Yes,High
2025-05-16,Saturday,16,Surgery,7,15,35,Yes,Medium
2025-04-21,Sunday,2,Surgery,6,4,15,No,Low
2025-02-05,Sunday,11,Emergency,5,32,53,Yes,High
2025-05-27,Monday,7,Pediatrics,10,12,23,Yes,Medium
